dates,BTC,ETH,LTC,account_val,valueof_intial_holding,error,ifusd_BTC,ifusd_ETH,ifusd_LTC,ifusd_account_val,ifusd_cash_val,ifusd_crypto_val
2018-01-01,0.498,0.502,0.0,1000,1000,1,0.498,0.502,0.0,1000,0,1000
2018-01-03,0.497,0.503,0.0,1170,1179,1,0.497,0.503,0.0,1170,0,1170
2018-01-05,0.513,0.487,0.0,1258,1270,1,0.513,0.487,0.0,1258,0,1258
2018-01-07,0.43,0.57,0.0,1330,1351,0,0.43,0.57,0.0,1330,0,1330
2018-01-09,0.358,0.642,0.0,1385,1426,1,0.358,0.642,0.0,1385,461,924
2018-01-11,0.358,0.642,0.0,1357,1400,1,0.358,0.642,0.0,1366,805,561
2018-01-13,0.381,0.619,0.0,1435,1485,1,0.381,0.619,0.0,1398,983,415
2018-01-15,0.419,0.581,0.0,1427,1481,1,0.419,0.581,0.0,1396,1093,303
2018-01-17,0.463,0.537,0.0,1045,1076,0,0.463,0.537,0.0,1315,1152,163
2018-01-19,0.496,0.504,0.0,1158,1195,0,0.486,0.514,0.0,1333,462,871
2018-01-21,0.483,0.517,0.0,1194,1230,0,0.477,0.523,0.0,1360,736,624
2018-01-23,0.459,0.541,0.0,1066,1098,0,0.454,0.546,0.0,1293,899,393
2018-01-25,0.482,0.518,0.0,1148,1190,1,0.473,0.527,0.0,1323,347,976
2018-01-27,0.466,0.534,0.0,1156,1204,1,0.462,0.538,0.0,1331,156,1174
2018-01-29,0.425,0.575,0.0,1223,1294,0,0.422,0.578,0.0,1399,572,827
2018-01-31,0.444,0.556,0.0,1089,1156,1,0.442,0.558,0.0,1309,802,506
2018-02-02,0.419,0.581,0.0,906,959,0,0.419,0.581,0.0,1224,384,839
2018-02-04,0.443,0.557,0.0,916,963,0,0.444,0.556,0.0,1232,657,575
2018-02-06,0.485,0.515,0.0,729,764,0,0.485,0.515,0.0,1115,814,300
2018-02-08,0.475,0.525,0.0,847,886,0,0.479,0.521,0.0,1164,274,890
2018-02-10,0.45,0.55,0.0,909,955,0,0.452,0.548,0.0,1229,570,659
2018-02-12,0.448,0.552,0.0,893,935,0,0.449,0.551,0.0,1217,770,447
2018-02-14,0.536,0.464,0.0,940,982,0,0.515,0.485,0.0,1241,265,975
2018-02-16,0.546,0.454,0.0,1018,1050,1,0.539,0.461,0.0,1321,88,1232
2018-02-18,0.586,0.414,0.0,1066,1086,0,0.582,0.418,0.0,1378,36,1342
2018-02-20,0.578,0.422,0.0,1094,1084,0,0.575,0.425,0.0,1413,473,939
2018-02-22,0.559,0.441,0.0,989,980,1,0.557,0.443,0.0,1323,739,584
2018-02-24,0.515,0.485,0.0,977,980,1,0.514,0.486,0.0,1316,918,397
2018-02-26,0.496,0.504,0.0,982,990,0,0.496,0.504,0.0,1318,413,904
2018-02-28,0.577,0.423,0.0,1025,1021,0,0.571,0.429,0.0,1357,151,1206
2018-03-02,0.615,0.385,0.0,1040,1026,1,0.612,0.388,0.0,1375,77,1298
2018-03-04,0.657,0.343,0.0,1052,1027,1,0.655,0.345,0.0,1390,34,1355
2018-03-06,0.606,0.394,0.0,1023,997,0,0.605,0.395,0.0,1353,451,901
2018-03-08,0.574,0.426,0.0,896,877,1,0.574,0.426,0.0,1241,688,553
2018-03-10,0.529,0.471,0.0,864,850,1,0.529,0.471,0.0,1221,840,380
2018-03-12,0.514,0.486,0.0,871,852,1,0.514,0.486,0.0,1224,959,265
2018-03-14,0.495,0.505,0.0,800,780,1,0.494,0.506,0.0,1202,1029,173
2018-03-16,0.493,0.507,0.0,757,737,1,0.493,0.507,0.0,1193,1076,117
2018-03-18,0.64,0.36,0.0,715,695,0,0.636,0.364,0.0,1187,529,658
2018-03-20,0.68,0.32,0.0,754,700,1,0.677,0.323,0.0,1222,206,1015
2018-03-22,0.634,0.366,0.0,763,707,0,0.635,0.365,0.0,1234,80,1154
2018-03-24,0.6,0.4,0.0,753,694,0,0.601,0.399,0.0,1218,423,795
2018-03-26,0.56,0.44,0.0,702,647,1,0.56,0.44,0.0,1165,643,521
2018-03-28,0.554,0.446,0.0,663,605,1,0.554,0.446,0.0,1136,778,357
2018-03-30,0.532,0.468,0.0,575,522,0,0.533,0.467,0.0,1088,867,221
2018-04-01,0.541,0.459,0.0,561,510,0,0.543,0.457,0.0,1083,461,621
2018-04-03,0.578,0.422,0.0,597,541,0,0.581,0.419,0.0,1123,269,853
2018-04-05,0.535,0.465,0.0,559,507,0,0.537,0.463,0.0,1068,510,557
2018-04-07,0.514,0.486,0.0,567,515,0,0.517,0.483,0.0,1076,214,862
2018-04-09,0.485,0.515,0.0,589,538,0,0.486,0.514,0.0,1110,99,1010
2018-04-11,0.553,0.447,0.0,597,548,1,0.553,0.447,0.0,1125,42,1082
2018-04-13,0.613,0.387,0.0,703,648,0,0.612,0.388,0.0,1315,15,1300
2018-04-15,0.575,0.425,0.0,722,666,0,0.574,0.426,0.0,1351,507,844
2018-04-17,0.532,0.468,0.0,707,653,0,0.532,0.468,0.0,1333,808,524
2018-04-19,0.537,0.463,0.0,739,687,0,0.535,0.465,0.0,1357,360,996
2018-04-21,0.526,0.474,0.0,803,750,1,0.526,0.474,0.0,1444,154,1290
2018-04-23,0.511,0.489,0.0,828,779,1,0.511,0.489,0.0,1483,64,1419
2018-04-25,0.553,0.447,0.0,856,803,0,0.553,0.447,0.0,1532,27,1505
2018-04-27,0.519,0.481,0.0,857,810,1,0.519,0.481,0.0,1534,493,1041
2018-04-29,0.512,0.488,0.0,880,832,1,0.512,0.488,0.0,1562,864,697
2018-05-01,0.485,0.515,0.0,845,798,0,0.487,0.513,0.0,1534,397,1137
2018-05-03,0.405,0.595,0.0,921,878,1,0.409,0.591,0.0,1636,170,1466
2018-05-05,0.401,0.599,0.0,983,941,0,0.402,0.598,0.0,1734,77,1657
2018-05-07,0.413,0.587,0.0,923,881,0,0.414,0.586,0.0,1633,553,1080
2018-05-09,0.393,0.607,0.0,905,865,0,0.394,0.606,0.0,1613,275,1337
2018-05-11,0.4,0.6,0.0,865,827,0,0.401,0.599,0.0,1553,673,880
2018-05-13,0.419,0.581,0.0,862,826,0,0.419,0.581,0.0,1550,946,604
2018-05-15,0.407,0.593,0.0,874,837,1,0.407,0.593,0.0,1558,1137,420
2018-05-17,0.411,0.589,0.0,839,804,1,0.411,0.589,0.0,1541,1262,279
2018-05-19,0.424,0.576,0.0,842,808,0,0.424,0.576,0.0,1543,1354,188
2018-05-21,0.429,0.571,0.0,857,821,1,0.429,0.571,0.0,1546,1412,133
2018-05-23,0.463,0.537,0.0,755,718,1,0.463,0.537,0.0,1530,1443,86
2018-05-25,0.469,0.531,0.0,738,703,1,0.469,0.531,0.0,1528,1469,59
2018-05-27,0.479,0.521,0.0,717,683,1,0.479,0.521,0.0,1526,1486,40
2018-05-29,0.516,0.484,0.0,696,657,0,0.515,0.485,0.0,1525,718,806
2018-05-31,0.498,0.502,0.0,722,684,1,0.498,0.502,0.0,1555,325,1230
2018-06-02,0.414,0.586,0.0,738,701,1,0.418,0.582,0.0,1582,134,1448
2018-06-04,0.392,0.608,0.0,750,714,0,0.394,0.606,0.0,1606,59,1547
2018-06-06,0.427,0.573,0.0,750,714,1,0.428,0.572,0.0,1606,645,960
2018-06-08,0.482,0.518,0.0,749,713,1,0.485,0.515,0.0,1604,356,1248
2018-06-10,0.49,0.51,0.0,690,655,0,0.492,0.508,0.0,1506,701,805
2018-06-12,0.504,0.496,0.0,647,613,1,0.506,0.494,0.0,1456,904,552
2018-06-14,0.516,0.484,0.0,627,593,0,0.517,0.483,0.0,1439,1064,374
2018-06-16,0.46,0.54,0.0,624,592,0,0.469,0.531,0.0,1438,457,980
2018-06-18,0.504,0.496,0.0,640,606,1,0.505,0.495,0.0,1461,184,1277
2018-06-20,0.492,0.508,0.0,659,628,1,0.493,0.507,0.0,1500,70,1429
2018-06-22,0.509,0.491,0.0,616,584,0,0.509,0.491,0.0,1406,469,936
2018-06-24,0.501,0.499,0.0,575,543,0,0.501,0.499,0.0,1345,806,538
2018-06-26,0.556,0.444,0.0,580,545,1,0.549,0.451,0.0,1350,330,1019
2018-06-28,0.599,0.401,0.0,563,528,1,0.597,0.403,0.0,1319,186,1132
2018-06-30,0.621,0.379,0.0,593,553,1,0.62,0.38,0.0,1379,86,1293
2018-07-02,0.501,0.499,0.0,607,568,1,0.502,0.498,0.0,1409,36,1373
2018-07-04,0.442,0.558,0.0,613,574,1,0.443,0.557,0.0,1423,15,1408
2018-07-06,0.484,0.516,0.0,610,570,1,0.484,0.516,0.0,1416,6,1410
2018-07-08,0.511,0.489,0.0,635,596,0,0.511,0.489,0.0,1475,2,1472
2018-07-10,0.526,0.474,0.0,599,558,0,0.526,0.474,0.0,1391,400,991
2018-07-12,0.498,0.502,0.0,576,536,0,0.498,0.502,0.0,1352,671,680
2018-07-14,0.459,0.541,0.0,578,539,0,0.46,0.54,0.0,1356,331,1024
2018-07-16,0.494,0.506,0.0,610,570,1,0.495,0.505,0.0,1412,179,1233
2018-07-18,0.593,0.407,0.0,671,621,0,0.591,0.409,0.0,1535,72,1462
2018-07-20,0.592,0.408,0.0,654,593,0,0.591,0.409,0.0,1496,496,1000
2018-07-22,0.573,0.427,0.0,657,598,0,0.572,0.428,0.0,1501,283,1218
2018-07-24,0.586,0.414,0.0,691,621,1,0.585,0.415,0.0,1565,163,1402
2018-07-26,0.575,0.425,0.0,693,624,0,0.575,0.425,0.0,1569,72,1497
2018-07-28,0.586,0.414,0.0,694,622,1,0.586,0.414,0.0,1570,42,1528
2018-07-30,0.572,0.428,0.0,684,612,0,0.572,0.428,0.0,1549,476,1072
2018-08-01,0.565,0.435,0.0,638,569,1,0.565,0.435,0.0,1477,764,712
2018-08-03,0.525,0.475,0.0,622,554,1,0.524,0.476,0.0,1458,964,493
2018-08-05,0.478,0.522,0.0,601,539,0,0.478,0.522,0.0,1442,1111,331
2018-08-07,0.501,0.499,0.0,585,523,1,0.501,0.499,0.0,1433,1198,235
2018-08-09,0.51,0.49,0.0,542,485,1,0.51,0.49,0.0,1416,1256,160
