dates,BTC,ETH,LTC,account_val,valueof_intial_holding,error,ifusd_BTC,ifusd_ETH,ifusd_LTC,ifusd_account_val,ifusd_cash_val,ifusd_crypto_val
2018-08-21,0.651,0.349,0.0,537,417,0,0.661,0.339,0.0,958,370,588
2018-08-25,0.726,0.274,0.0,558,430,1,0.734,0.266,0.0,982,197,784
2018-08-29,0.636,0.364,0.0,582,447,1,0.64,0.36,0.0,1014,95,918
2018-09-02,0.674,0.326,0.0,596,457,0,0.677,0.323,0.0,1036,57,979
2018-09-06,0.663,0.337,0.0,506,376,0,0.665,0.335,0.0,889,285,603
2018-09-10,0.715,0.285,0.0,476,348,0,0.718,0.282,0.0,853,167,686
2018-09-14,0.638,0.362,0.0,499,369,0,0.64,0.36,0.0,887,409,477
2018-09-18,0.586,0.414,0.0,482,356,0,0.589,0.411,0.0,870,197,673
2018-09-22,0.543,0.457,0.0,540,401,0,0.545,0.455,0.0,951,496,455
2018-09-26,0.516,0.484,0.0,499,369,0,0.517,0.483,0.0,917,658,258
2018-09-30,0.532,0.468,0.0,523,387,1,0.537,0.463,0.0,929,374,555
2018-10-04,0.558,0.442,0.0,510,377,1,0.562,0.438,0.0,915,205,709
2018-10-08,0.545,0.455,0.0,518,383,0,0.547,0.453,0.0,926,445,481
2018-10-12,0.657,0.343,0.0,464,343,0,0.669,0.331,0.0,877,258,618
2018-10-16,0.646,0.354,0.0,486,360,0,0.654,0.346,0.0,906,453,453
2018-10-20,0.667,0.333,0.0,484,358,1,0.675,0.325,0.0,903,271,631
2018-10-24,0.651,0.349,0.0,484,358,0,0.657,0.343,0.0,904,441,462
2018-10-28,0.682,0.318,0.0,484,357,1,0.688,0.312,0.0,903,252,651
2018-11-01,0.605,0.395,0.0,475,351,1,0.609,0.391,0.0,893,500,392
2018-11-05,0.561,0.439,0.0,490,363,0,0.56,0.44,0.0,905,277,627
2018-11-09,0.627,0.373,0.0,490,362,0,0.629,0.371,0.0,904,151,752
2018-11-13,0.602,0.398,0.0,483,357,0,0.604,0.396,0.0,893,300,593
2018-11-17,0.595,0.405,0.0,415,306,1,0.596,0.404,0.0,811,389,421
2018-11-21,0.598,0.402,0.0,326,240,1,0.599,0.401,0.0,720,467,253
2018-11-25,0.594,0.406,0.0,276,203,0,0.594,0.406,0.0,681,517,164
2018-11-29,0.61,0.39,0.0,305,224,1,0.611,0.389,0.0,699,586,113
2018-12-03,0.6,0.386,0.014,283,208,1,0.563,0.363,0.074,691,563,127
2018-12-07,0.475,0.207,0.318,237,174,1,0.524,0.28,0.197,669,146,523
2018-12-11,0.443,0.165,0.392,234,173,0,0.464,0.195,0.34,664,45,618
2018-12-15,0.415,0.201,0.384,225,163,1,0.432,0.227,0.341,638,37,600
2018-12-19,0.353,0.29,0.356,279,198,1,0.365,0.313,0.322,781,28,753
2018-12-23,0.249,0.498,0.253,310,221,0,0.254,0.5,0.246,865,6,858
2018-12-27,0.336,0.328,0.336,292,211,1,0.336,0.328,0.337,817,869,-52
2018-12-31,0.267,0.459,0.274,307,221,0,0.274,0.444,0.282,815,409,405
2019-01-04,0.232,0.53,0.238,329,236,1,0.237,0.519,0.244,844,176,668
2019-01-08,0.275,0.415,0.31,352,243,0,0.285,0.396,0.319,891,137,753
2019-01-12,0.322,0.354,0.324,298,210,0,0.325,0.349,0.327,775,583,192
2019-01-16,0.342,0.317,0.342,294,209,0,0.342,0.317,0.342,773,771,1
2019-01-20,0.372,0.252,0.377,292,205,1,0.401,0.196,0.403,773,510,262
2019-01-24,0.389,0.213,0.398,290,201,0,0.415,0.163,0.421,772,373,398
2019-01-28,0.388,0.22,0.392,278,191,1,0.398,0.2,0.401,756,600,156
2019-02-01,0.382,0.225,0.393,279,188,0,0.386,0.221,0.393,757,413,343
2019-02-05,0.331,0.325,0.344,286,189,1,0.34,0.306,0.354,765,154,610
2019-02-09,0.298,0.361,0.341,332,205,0,0.302,0.351,0.347,865,80,784
2019-02-13,0.301,0.385,0.313,331,208,1,0.303,0.381,0.316,863,29,833
2019-02-17,0.284,0.424,0.292,341,214,1,0.285,0.422,0.293,889,13,875
2019-02-21,0.272,0.441,0.286,382,236,0,0.273,0.44,0.287,992,8,984
2019-02-25,0.27,0.46,0.27,359,225,1,0.27,0.46,0.27,934,4,929
2019-03-01,0.362,0.274,0.365,362,225,0,0.362,0.274,0.365,941,1,940
2019-03-05,0.406,0.179,0.415,366,221,1,0.406,0.179,0.415,951,625,325
2019-03-09,0.396,0.176,0.428,394,227,1,0.397,0.177,0.426,976,376,600
2019-03-13,0.351,0.288,0.361,386,223,1,0.356,0.278,0.366,964,152,812
2019-03-17,0.32,0.349,0.331,408,232,0,0.323,0.343,0.334,1011,56,954
2019-03-21,0.318,0.363,0.319,403,230,1,0.32,0.359,0.321,998,32,965
2019-03-25,0.329,0.34,0.331,399,227,1,0.33,0.338,0.333,990,19,970
2019-03-29,0.312,0.375,0.313,413,235,1,0.312,0.374,0.314,1022,10,1011
2019-04-02,0.295,0.408,0.297,466,264,1,0.295,0.408,0.297,1153,5,1148
2019-04-06,0.28,0.403,0.316,540,289,1,0.28,0.403,0.317,1334,3,1331
2019-04-10,0.302,0.39,0.308,557,305,0,0.302,0.39,0.308,1376,1,1374
2019-04-14,0.337,0.33,0.333,517,288,1,0.337,0.33,0.333,1278,0,1277
2019-04-18,0.341,0.32,0.339,532,298,0,0.341,0.32,0.339,1315,1136,178
2019-04-22,0.35,0.301,0.35,524,300,1,0.35,0.301,0.35,1312,1310,2
2019-04-26,0.362,0.284,0.354,487,280,1,0.362,0.284,0.354,1312,1311,0
2019-04-30,0.381,0.245,0.374,490,285,0,0.381,0.245,0.374,1312,1311,0
2019-05-04,0.344,0.312,0.344,531,304,0,0.348,0.305,0.347,1312,627,684
2019-05-08,0.314,0.38,0.306,529,311,1,0.326,0.362,0.313,1310,167,1142
2019-05-12,0.391,0.219,0.39,633,374,1,0.387,0.23,0.384,1535,14,1521
2019-05-16,0.34,0.321,0.34,742,455,0,0.339,0.323,0.338,1800,3,1796
2019-05-20,0.342,0.32,0.338,707,441,0,0.341,0.32,0.338,1717,1475,242
2019-05-24,0.369,0.26,0.371,722,444,0,0.353,0.288,0.359,1722,389,1333
2019-05-28,0.351,0.278,0.371,814,483,0,0.344,0.292,0.365,1890,203,1687
2019-06-01,0.359,0.27,0.371,802,475,0,0.355,0.278,0.367,1865,985,880
2019-06-05,0.351,0.292,0.357,728,432,0,0.349,0.296,0.355,1784,1361,422
2019-06-09,0.339,0.316,0.345,754,425,0,0.338,0.316,0.345,1799,1737,61
2019-06-13,0.327,0.326,0.347,831,458,0,0.327,0.33,0.343,1805,988,816
2019-06-17,0.361,0.281,0.358,883,500,1,0.357,0.296,0.347,1856,237,1619
2019-06-21,0.356,0.297,0.347,927,531,1,0.354,0.305,0.342,1938,1055,882
2019-06-25,0.402,0.224,0.373,991,598,1,0.399,0.238,0.363,1999,422,1576
2019-06-29,0.36,0.298,0.342,980,607,0,0.359,0.302,0.339,1983,1547,435
2019-07-03,0.333,0.346,0.321,944,587,1,0.332,0.348,0.32,1967,1749,217
2019-07-07,0.33,0.346,0.324,941,586,0,0.33,0.347,0.323,1966,1863,103
2019-07-11,0.375,0.266,0.359,877,573,1,0.375,0.267,0.358,1959,1934,25
2019-07-15,0.402,0.209,0.389,760,496,0,0.4,0.217,0.383,1956,839,1116
2019-07-19,0.355,0.278,0.367,789,495,0,0.354,0.282,0.364,1998,1483,515
2019-07-23,0.396,0.207,0.396,754,479,1,0.387,0.226,0.386,1975,583,1392
2019-07-27,0.398,0.199,0.403,744,469,0,0.394,0.208,0.398,1956,247,1709
2019-07-31,0.401,0.191,0.408,759,473,1,0.399,0.196,0.406,1990,117,1873
2019-08-04,0.423,0.162,0.415,785,508,1,0.422,0.164,0.414,2056,22,2034
2019-08-08,0.423,0.159,0.418,805,536,0,0.423,0.16,0.417,2106,2,2104
2019-08-12,0.387,0.227,0.385,781,519,0,0.387,0.227,0.385,2043,1176,866
2019-08-16,0.358,0.291,0.351,677,457,0,0.358,0.291,0.351,1928,1692,236
2019-08-20,0.348,0.313,0.339,712,488,1,0.348,0.313,0.339,1940,1842,98
2019-08-24,0.379,0.241,0.38,684,463,1,0.367,0.264,0.369,1936,725,1211
2019-08-28,0.358,0.29,0.352,648,445,0,0.353,0.299,0.348,1872,1427,445
2019-09-01,0.42,0.164,0.416,626,433,0,0.392,0.224,0.384,1858,392,1465
2019-09-05,0.407,0.199,0.394,652,462,1,0.398,0.219,0.383,1915,131,1784
2019-09-09,0.386,0.223,0.391,666,460,0,0.383,0.228,0.388,1954,37,1917
2019-09-13,0.409,0.181,0.409,661,459,1,0.408,0.184,0.408,1940,13,1926
2019-09-17,0.346,0.293,0.36,701,477,1,0.346,0.294,0.36,2057,4,2052
2019-09-21,0.343,0.306,0.351,705,482,0,0.343,0.306,0.351,2070,941,1128
2019-09-25,0.363,0.291,0.346,559,395,1,0.363,0.291,0.346,1836,1336,500
