dates,BTC,ETH,LTC,account_val,valueof_intial_holding,error,ifusd_BTC,ifusd_ETH,ifusd_LTC,ifusd_account_val,ifusd_cash_val,ifusd_crypto_val
2019-06-17,0.395,0.217,0.388,947,500,1,0.393,0.22,0.388,2517,10,2507
2019-06-21,0.42,0.162,0.418,995,531,1,0.42,0.163,0.418,2643,0,2642
2019-06-25,0.386,0.231,0.383,1058,598,0,0.386,0.231,0.383,2810,0,2810
2019-06-29,0.346,0.321,0.333,1046,607,0,0.346,0.321,0.333,2778,1821,956
2019-07-03,0.33,0.349,0.321,1007,587,1,0.33,0.349,0.321,2742,2278,464
2019-07-07,0.367,0.272,0.361,1003,586,0,0.379,0.246,0.375,2741,1363,1377
2019-07-11,0.416,0.197,0.387,936,573,0,0.421,0.191,0.388,2648,588,2060
2019-07-15,0.405,0.219,0.376,818,496,1,0.408,0.216,0.377,2390,1264,1125
2019-07-19,0.353,0.29,0.356,848,495,1,0.354,0.289,0.357,2432,2097,335
2019-07-23,0.357,0.291,0.352,811,479,1,0.358,0.289,0.354,2417,1260,1157
2019-07-27,0.343,0.312,0.345,801,469,0,0.343,0.311,0.346,2403,1880,523
2019-07-31,0.357,0.28,0.363,815,473,0,0.355,0.283,0.362,2412,846,1565
2019-08-04,0.408,0.186,0.407,843,508,1,0.398,0.217,0.385,2466,20,2446
2019-08-08,0.433,0.134,0.433,863,536,0,0.433,0.134,0.433,2523,0,2524
2019-08-12,0.413,0.173,0.414,838,519,0,0.413,0.173,0.414,2448,940,1507
2019-08-16,0.371,0.263,0.367,727,457,0,0.371,0.263,0.366,2249,1969,280
2019-08-20,0.362,0.283,0.354,764,488,1,0.366,0.28,0.354,2263,763,1499
2019-08-24,0.344,0.311,0.345,733,463,0,0.345,0.31,0.345,2203,1765,437
2019-08-28,0.334,0.335,0.331,693,445,1,0.334,0.335,0.331,2179,2083,95
2019-09-01,0.417,0.168,0.414,670,433,0,0.368,0.272,0.36,2176,532,1643
2019-09-05,0.338,0.337,0.324,698,462,1,0.324,0.368,0.308,2239,197,2042
2019-09-09,0.311,0.373,0.316,715,460,0,0.305,0.385,0.309,2290,1421,869
2019-09-13,0.313,0.374,0.313,709,459,0,0.311,0.379,0.31,2283,1923,360
2019-09-17,0.28,0.426,0.294,766,477,0,0.279,0.427,0.294,2313,908,1404
2019-09-21,0.314,0.364,0.322,778,482,0,0.314,0.365,0.322,2335,1577,758
2019-09-25,0.352,0.31,0.338,616,395,1,0.352,0.31,0.338,2177,1846,331
